0.000000	29.601000
0.000205	29.929000
0.000411	29.929000
0.000616	30.562000
0.000821	30.562000
0.001027	30.562000
0.001232	30.562000
0.001437	30.562000
0.001643	30.562000
0.001848	30.026000
0.002053	29.575000
0.002259	28.684000
0.002464	27.945000
0.002669	27.490000
0.002875	26.834000
0.003080	25.595000
0.003285	24.486000
0.003491	24.057000
0.003696	22.411000
0.003901	21.414000
0.004107	20.525000
0.004312	19.719000
0.004517	18.962000
0.004723	18.449000
0.004928	18.074000
0.005133	17.708000
0.005339	17.411000
0.005544	17.232000
0.005749	16.872000
0.005955	16.775000
0.006160	16.725000
0.006365	16.672000
0.006571	16.564000
0.006776	16.546000
0.006981	16.522000
0.007187	16.517000
0.007392	16.443000
0.007597	16.426000
0.007803	16.415000
0.008008	16.354000
0.008213	16.312000
0.008419	16.266000
0.008624	16.228000
0.008830	16.180000
0.009035	16.158000
0.009240	16.126000
0.009446	16.083000
0.009651	16.053000
0.009856	15.979000
0.010062	15.960000
0.010267	15.948000
0.010472	15.943000
0.010678	15.935000
0.010883	15.920000
0.011088	15.913000
0.011294	15.897000
0.011499	15.892000
0.011704	15.887000
0.011910	15.875000
0.012115	15.872000
0.012320	15.861000
0.012526	15.860000
0.012731	15.859000
0.012936	15.859000
0.013142	15.859000
0.013347	15.859000
0.013552	15.850000
0.013758	15.851000
0.013963	15.851000
0.014168	15.852000
0.014374	15.845000
0.014579	15.838000
0.014784	15.831000
0.014990	15.826000
0.015195	15.820000
0.015400	15.815000
0.015606	15.811000
0.015811	15.807000
0.016016	15.803000
0.016222	15.799000
0.016427	15.796000
0.016632	15.793000
0.016838	15.791000
0.017043	15.788000
0.017248	15.786000
0.017454	15.784000
0.017659	15.782000
0.017864	15.781000
0.018070	15.779000
0.018275	15.778000
0.018480	15.776000
0.018686	15.775000
0.018891	15.774000
0.019096	15.773000
0.019302	15.772000
0.019507	15.771000
0.019712	15.770000
0.019918	15.769000
0.020123	15.768000
0.020328	15.767000
0.020534	15.766000
0.020739	15.765000
0.020944	15.763000
0.021150	15.762000
0.021355	15.761000
0.021560	15.760000
0.021766	15.759000
0.021971	15.758000
0.022176	15.756000
0.022382	15.755000
0.022587	15.754000
0.022792	15.753000
0.022998	15.752000
0.023203	15.751000
0.023408	15.749000
0.023614	15.748000
0.023819	15.747000
0.024024	15.746000
0.024230	15.745000
0.024435	15.745000
0.024640	15.744000
0.024846	15.743000
0.025051	15.742000
0.025256	15.742000
0.025462	15.741000
0.025667	15.740000
0.025872	15.739000
0.026078	15.738000
0.026283	15.737000
0.026489	15.736000
0.026694	15.735000
0.026899	15.735000
0.027105	15.734000
0.027310	15.733000
0.027515	15.732000
0.027721	15.731000
0.027926	15.730000
0.028131	15.729000
0.028337	15.728000
0.028542	15.727000
0.028747	15.726000
0.028953	15.725000
0.029158	15.724000
0.029363	15.723000
0.029569	15.722000
0.029774	15.721000
0.029979	15.720000
0.030185	15.719000
0.030390	15.719000
0.030595	15.718000
0.030801	15.717000
0.031006	15.717000
0.031211	15.716000
0.031417	15.716000
0.031622	15.716000
0.031827	15.715000
0.032033	15.715000
0.032238	15.715000
0.032443	15.714000
0.032649	15.714000
0.032854	15.714000
0.033059	15.714000
0.033265	15.713000
0.033470	15.713000
0.033675	15.713000
0.033881	15.713000
0.034086	15.713000
0.034291	15.713000
0.034497	15.713000
0.034702	15.713000
0.034907	15.713000
0.035113	15.713000
0.035318	15.713000
0.035523	15.713000
0.035729	15.713000
0.035934	15.713000
0.036139	15.714000
0.036345	15.714000
0.036550	15.714000
0.036755	15.714000
0.036961	15.714000
0.037166	15.715000
0.037371	15.715000
0.037577	15.716000
0.037782	15.717000
0.037987	15.718000
0.038193	15.719000
0.038398	15.720000
0.038603	15.721000
0.038809	15.722000
0.039014	15.723000
0.039219	15.724000
0.039425	15.725000
0.039630	15.726000
0.039835	15.727000
0.040041	15.729000
